County_Name,Census_Tract_ID,Census_Tract_Name,Mode,Season,Day_of_Week,On_,Off_,ObjectId
Delaware County,42045404102,Census Tract 4041.02,Bus,Fall 2022,Weekday,167,113,13002
Chester County,42029300400,Census Tract 3004,Bus,Fall 2022,Weekday,14,15,13003
Montgomery County,42091204104,Census Tract 2041.04,Bus,Fall 2022,Weekday,28,23,13004
Montgomery County,42091202000,Census Tract 2020,Bus,Fall 2022,Weekday,48,41,13005
Montgomery County,42091200402,Census Tract 2004.02,Bus,Fall 2022,Weekday,34,19,13006
Delaware County,42045404103,Census Tract 4041.03,Bus,Fall 2022,Weekday,47,43,13007
Chester County,42029300501,Census Tract 3005.01,Bus,Fall 2022,Weekday,5,4,13008
Delaware County,42045408001,Census Tract 4080.01,Bus,Fall 2022,Weekday,354,211,13009
Montgomery County,42091204200,Census Tract 2042,Bus,Fall 2022,Weekday,2,4,13010
Montgomery County,42091202100,Census Tract 2021,Bus,Fall 2022,Weekday,170,165,13011
Montgomery County,42091200501,Census Tract 2005.01,Bus,Fall 2022,Weekday,11,21,13012
Delaware County,42045404300,Census Tract 4043,Bus,Fall 2022,Weekday,129,147,13013
Chester County,42029300502,Census Tract 3005.02,Bus,Fall 2022,Weekday,1,3,13014
Delaware County,42045408002,Census Tract 4080.02,Bus,Fall 2022,Weekday,135,110,13015
Montgomery County,42091204300,Census Tract 2043,Bus,Fall 2022,Weekday,537,993,13016
Montgomery County,42091202201,Census Tract 2022.01,Bus,Fall 2022,Weekday,144,126,13017
Montgomery County,42091200502,Census Tract 2005.02,Bus,Fall 2022,Weekday,57,63,13018
Delaware County,42045404400,Census Tract 4044,Bus,Fall 2022,Weekday,161,91,13019
Chester County,42029300600,Census Tract 3006,Bus,Fall 2022,Weekday,6,12,13020
Delaware County,42045408101,Census Tract 4081.01,Bus,Fall 2022,Weekday,38,225,13021
Montgomery County,42091204400,Census Tract 2044,Bus,Fall 2022,Weekday,7,11,13022
Montgomery County,42091202202,Census Tract 2022.02,Bus,Fall 2022,Weekday,91,84,13023
Montgomery County,42091200505,Census Tract 2005.05,Bus,Fall 2022,Weekday,1,0,13024
Delaware County,42045404500,Census Tract 4045,Bus,Fall 2022,Weekday,125,222,13025
Chester County,42029300700,Census Tract 3007,Bus,Fall 2022,Weekday,81,68,13026
Delaware County,42045408102,Census Tract 4081.02,Bus,Fall 2022,Weekday,141,29,13027
Montgomery County,42091204500,Census Tract 2045,Bus,Fall 2022,Weekday,218,337,13028
Montgomery County,42091202301,Census Tract 2023.01,Bus,Fall 2022,Weekday,115,112,13029
Montgomery County,42091200507,Census Tract 2005.07,Bus,Fall 2022,Weekday,158,173,13030
Delaware County,42045404600,Census Tract 4046,Bus,Fall 2022,Weekday,74,63,13031
Chester County,42029300800,Census Tract 3008,Bus,Fall 2022,Weekday,26,21,13032
Delaware County,42045408103,Census Tract 4081.03,Bus,Fall 2022,Weekday,114,109,13033
Montgomery County,42091204600,Census Tract 2046,Bus,Fall 2022,Weekday,32,88,13034
Montgomery County,42091202302,Census Tract 2023.02,Bus,Fall 2022,Weekday,25,28,13035
Montgomery County,42091200602,Census Tract 2006.02,Bus,Fall 2022,Weekday,133,192,13036
Delaware County,42045404700,Census Tract 4047,Bus,Fall 2022,Weekday,198,223,13037
Chester County,42029300900,Census Tract 3009,Bus,Fall 2022,Weekday,5,4,13038
Delaware County,42045408300,Census Tract 4083,Bus,Fall 2022,Weekday,20,51,13039
Montgomery County,42091204701,Census Tract 2047.01,Bus,Fall 2022,Weekday,17,20,13040
Montgomery County,42091202401,Census Tract 2024.01,Bus,Fall 2022,Weekday,65,208,13041
Montgomery County,42091200603,Census Tract 2006.03,Bus,Fall 2022,Weekday,2,0,13042
Delaware County,42045404800,Census Tract 4048,Bus,Fall 2022,Weekday,84,81,13043
Chester County,42029301002,Census Tract 3010.02,Bus,Fall 2022,Weekday,11,16,13044
Delaware County,42045408500,Census Tract 4085,Bus,Fall 2022,Weekday,44,147,13045
Montgomery County,42091204702,Census Tract 2047.02,Bus,Fall 2022,Weekday,1,12,13046
Montgomery County,42091202402,Census Tract 2024.02,Bus,Fall 2022,Weekday,183,359,13047
Delaware County,42045404900,Census Tract 4049,Bus,Fall 2022,Weekday,16,41,13048
Montgomery County,42091200606,Census Tract 2006.06,Bus,Fall 2022,Weekday,3,0,13049
Montgomery County,42091202500,Census Tract 2025,Bus,Fall 2022,Weekday,1916,1869,13050
Montgomery County,42091204800,Census Tract 2048,Bus,Fall 2022,Weekday,13,10,13051
Chester County,42029301100,Census Tract 3011,Bus,Fall 2022,Weekday,26,20,13052
Delaware County,42045408600,Census Tract 4086,Bus,Fall 2022,Weekday,26,15,13053
Delaware County,42045405000,Census Tract 4050,Bus,Fall 2022,Weekday,1828,1684,13054
Montgomery County,42091204900,Census Tract 2049,Bus,Fall 2022,Weekday,39,42,13055
Montgomery County,42091202602,Census Tract 2026.02,Bus,Fall 2022,Weekday,16,23,13056
Delaware County,42045408700,Census Tract 4087,Bus,Fall 2022,Weekday,15,38,13057
Montgomery County,42091200703,Census Tract 2007.03,Bus,Fall 2022,Weekday,1,0,13058
Chester County,42029302000,Census Tract 3020,Bus,Fall 2022,Weekday,6,4,13059
Delaware County,42045405100,Census Tract 4051,Bus,Fall 2022,Weekday,105,105,13060
Montgomery County,42091205000,Census Tract 2050,Bus,Fall 2022,Weekday,19,11,13061
Montgomery County,42091202603,Census Tract 2026.03,Bus,Fall 2022,Weekday,152,159,13062
Delaware County,42045408800,Census Tract 4088,Bus,Fall 2022,Weekday,28,18,13063
Montgomery County,42091200704,Census Tract 2007.04,Bus,Fall 2022,Weekday,7,10,13064
Chester County,42029302102,Census Tract 3021.02,Bus,Fall 2022,Weekday,11,10,13065
Delaware County,42045405200,Census Tract 4052,Bus,Fall 2022,Weekday,155,162,13066
Montgomery County,42091205100,Census Tract 2051,Bus,Fall 2022,Weekday,65,46,13067
Montgomery County,42091203000,Census Tract 2030,Bus,Fall 2022,Weekday,32,36,13068
Delaware County,42045408900,Census Tract 4089,Bus,Fall 2022,Weekday,9,17,13069
Montgomery County,42091200707,Census Tract 2007.07,Bus,Fall 2022,Weekday,11,11,13070
Chester County,42029302103,Census Tract 3021.03,Bus,Fall 2022,Weekday,33,43,13071
Delaware County,42045405300,Census Tract 4053,Bus,Fall 2022,Weekday,110,163,13072
Montgomery County,42091205200,Census Tract 2052,Bus,Fall 2022,Weekday,39,23,13073
Montgomery County,42091203103,Census Tract 2031.03,Bus,Fall 2022,Weekday,34,24,13074
Delaware County,42045409000,Census Tract 4090,Bus,Fall 2022,Weekday,109,122,13075
Montgomery County,42091200708,Census Tract 2007.08,Bus,Fall 2022,Weekday,9,14,13076
Chester County,42029302104,Census Tract 3021.04,Bus,Fall 2022,Weekday,21,19,13077
Delaware County,42045405400,Census Tract 4054,Bus,Fall 2022,Weekday,130,77,13078
Montgomery County,42091205300,Census Tract 2053,Bus,Fall 2022,Weekday,99,61,13079
Montgomery County,42091203104,Census Tract 2031.04,Bus,Fall 2022,Weekday,102,144,13080
Delaware County,42045409100,Census Tract 4091,Bus,Fall 2022,Weekday,27,31,13081
Montgomery County,42091200800,Census Tract 2008,Bus,Fall 2022,Weekday,26,23,13082
Chester County,42029302203,Census Tract 3022.03,Bus,Fall 2022,Weekday,1,3,13083
Delaware County,42045406100,Census Tract 4061,Bus,Fall 2022,Weekday,23,20,13084
Montgomery County,42091205401,Census Tract 2054.01,Bus,Fall 2022,Weekday,77,93,13085
Montgomery County,42091203105,Census Tract 2031.05,Bus,Fall 2022,Weekday,72,45,13086
Delaware County,42045409200,Census Tract 4092,Bus,Fall 2022,Weekday,37,109,13087
Montgomery County,42091200901,Census Tract 2009.01,Bus,Fall 2022,Weekday,11,17,13088
Chester County,42029302204,Census Tract 3022.04,Bus,Fall 2022,Weekday,3,5,13089
Delaware County,42045406201,Census Tract 4062.01,Bus,Fall 2022,Weekday,59,70,13090
Montgomery County,42091205402,Census Tract 2054.02,Bus,Fall 2022,Weekday,213,310,13091
Montgomery County,42091203106,Census Tract 2031.06,Bus,Fall 2022,Weekday,18,8,13092
Delaware County,42045409300,Census Tract 4093,Bus,Fall 2022,Weekday,147,105,13093
Montgomery County,42091200902,Census Tract 2009.02,Bus,Fall 2022,Weekday,15,9,13094
Chester County,42029302205,Census Tract 3022.05,Bus,Fall 2022,Weekday,86,109,13095
Delaware County,42045406202,Census Tract 4062.02,Bus,Fall 2022,Weekday,142,142,13096
Montgomery County,42091203203,Census Tract 2032.03,Bus,Fall 2022,Weekday,19,23,13097
Montgomery County,42091205501,Census Tract 2055.01,Bus,Fall 2022,Weekday,128,59,13098
Montgomery County,42091200903,Census Tract 2009.03,Bus,Fall 2022,Weekday,127,87,13099
Delaware County,42045409400,Census Tract 4094,Bus,Fall 2022,Weekday,99,63,13100
Delaware County,42045406300,Census Tract 4063,Bus,Fall 2022,Weekday,109,88,13101
Chester County,42029302206,Census Tract 3022.06,Bus,Fall 2022,Weekday,31,8,13102
Montgomery County,42091200906,Census Tract 2009.06,Bus,Fall 2022,Weekday,40,26,13103
Montgomery County,42091205502,Census Tract 2055.02,Bus,Fall 2022,Weekday,18,14,13104
Chester County,42029302207,Census Tract 3022.07,Bus,Fall 2022,Weekday,10,31,13105
Delaware County,42045406401,Census Tract 4064.01,Bus,Fall 2022,Weekday,26,25,13106
Delaware County,42045409500,Census Tract 4095,Bus,Fall 2022,Weekday,21,47,13107
Montgomery County,42091203204,Census Tract 2032.04,Bus,Fall 2022,Weekday,132,137,13108
Montgomery County,42091200907,Census Tract 2009.07,Bus,Fall 2022,Weekday,0,3,13109
Montgomery County,42091205503,Census Tract 2055.03,Bus,Fall 2022,Weekday,149,148,13110
Chester County,42029302300,Census Tract 3023,Bus,Fall 2022,Weekday,52,55,13111
Delaware County,42045406402,Census Tract 4064.02,Bus,Fall 2022,Weekday,217,128,13112
Delaware County,42045409602,Census Tract 4096.02,Bus,Fall 2022,Weekday,6,4,13113
Montgomery County,42091203205,Census Tract 2032.05,Bus,Fall 2022,Weekday,1,4,13114
Montgomery County,42091200908,Census Tract 2009.08,Bus,Fall 2022,Weekday,55,47,13115
Montgomery County,42091205600,Census Tract 2056,Bus,Fall 2022,Weekday,36,41,13116
Chester County,42029302400,Census Tract 3024,Bus,Fall 2022,Weekday,9,79,13117
Delaware County,42045406500,Census Tract 4065,Bus,Fall 2022,Weekday,60,41,13118
Delaware County,42045409701,Census Tract 4097.01,Bus,Fall 2022,Weekday,34,39,13119
Montgomery County,42091203207,Census Tract 2032.07,Bus,Fall 2022,Weekday,36,27,13120
Montgomery County,42091201003,Census Tract 2010.03,Bus,Fall 2022,Weekday,5,8,13121
Montgomery County,42091205700,Census Tract 2057,Bus,Fall 2022,Weekday,77,90,13122
Chester County,42029302500,Census Tract 3025,Bus,Fall 2022,Weekday,151,126,13123
Delaware County,42045406600,Census Tract 4066,Bus,Fall 2022,Weekday,38,30,13124
Delaware County,42045409803,Census Tract 4098.03,Bus,Fall 2022,Weekday,50,60,13125
Montgomery County,42091203208,Census Tract 2032.08,Bus,Fall 2022,Weekday,3,10,13126
Montgomery County,42091201005,Census Tract 2010.05,Bus,Fall 2022,Weekday,3,1,13127
Montgomery County,42091205805,Census Tract 2058.05,Bus,Fall 2022,Weekday,27,91,13128
Chester County,42029302600,Census Tract 3026,Bus,Fall 2022,Weekday,101,11,13129
Delaware County,42045406700,Census Tract 4067,Bus,Fall 2022,Weekday,96,86,13130
Delaware County,42045409804,Census Tract 4098.04,Bus,Fall 2022,Weekday,19,35,13131
Montgomery County,42091203302,Census Tract 2033.02,Bus,Fall 2022,Weekday,19,23,13132
Montgomery County,42091201006,Census Tract 2010.06,Bus,Fall 2022,Weekday,1,3,13133
Montgomery County,42091205806,Census Tract 2058.06,Bus,Fall 2022,Weekday,22,50,13134
Chester County,42029302702,Census Tract 3027.02,Bus,Fall 2022,Weekday,59,135,13135
Delaware County,42045406801,Census Tract 4068.01,Bus,Fall 2022,Weekday,48,59,13136
Delaware County,42045409902,Census Tract 4099.02,Bus,Fall 2022,Weekday,257,86,13137
Montgomery County,42091203303,Census Tract 2033.03,Bus,Fall 2022,Weekday,135,195,13138
Montgomery County,42091201100,Census Tract 2011,Bus,Fall 2022,Weekday,63,51,13139
Montgomery County,42091205807,Census Tract 2058.07,Bus,Fall 2022,Weekday,140,63,13140
Chester County,42029302703,Census Tract 3027.03,Bus,Fall 2022,Weekday,10,16,13141
Delaware County,42045406802,Census Tract 4068.02,Bus,Fall 2022,Weekday,27,26,13142
Delaware County,42045409903,Census Tract 4099.03,Bus,Fall 2022,Weekday,42,147,13143
Montgomery County,42091203304,Census Tract 2033.04,Bus,Fall 2022,Weekday,89,38,13144
Montgomery County,42091201201,Census Tract 2012.01,Bus,Fall 2022,Weekday,4,13,13145
Chester County,42029302704,Census Tract 3027.04,Bus,Fall 2022,Weekday,0,2,13146
Montgomery County,42091205808,Census Tract 2058.08,Bus,Fall 2022,Weekday,7,87,13147
Delaware County,42045409904,Census Tract 4099.04,Bus,Fall 2022,Weekday,15,106,13148
Delaware County,42045406804,Census Tract 4068.04,Bus,Fall 2022,Weekday,8,3,13149
Montgomery County,42091203401,Census Tract 2034.01,Bus,Fall 2022,Weekday,49,71,13150
Montgomery County,42091201204,Census Tract 2012.04,Bus,Fall 2022,Weekday,8,11,13151
Chester County,42029302705,Census Tract 3027.05,Bus,Fall 2022,Weekday,55,38,13152
Montgomery County,42091205810,Census Tract 2058.10,Bus,Fall 2022,Weekday,177,140,13153
Delaware County,42045410000,Census Tract 4100,Bus,Fall 2022,Weekday,34,50,13154
Delaware County,42045406805,Census Tract 4068.05,Bus,Fall 2022,Weekday,22,14,13155
Montgomery County,42091201301,Census Tract 2013.01,Bus,Fall 2022,Weekday,5,7,13156
Montgomery County,42091203402,Census Tract 2034.02,Bus,Fall 2022,Weekday,158,178,13157
Chester County,42029302706,Census Tract 3027.06,Bus,Fall 2022,Weekday,24,8,13158
Montgomery County,42091205811,Census Tract 2058.11,Bus,Fall 2022,Weekday,94,101,13159
Delaware County,42045410101,Census Tract 4101.01,Bus,Fall 2022,Weekday,36,41,13160
Delaware County,42045406902,Census Tract 4069.02,Bus,Fall 2022,Weekday,32,55,13161
Montgomery County,42091201302,Census Tract 2013.02,Bus,Fall 2022,Weekday,64,57,13162
Montgomery County,42091203403,Census Tract 2034.03,Bus,Fall 2022,Weekday,25,29,13163
Chester County,42029302802,Census Tract 3028.02,Bus,Fall 2022,Weekday,2,3,13164
Montgomery County,42091205905,Census Tract 2059.05,Bus,Fall 2022,Weekday,68,81,13165
Delaware County,42045410102,Census Tract 4101.02,Bus,Fall 2022,Weekday,3,0,13166
Delaware County,42045406903,Census Tract 4069.03,Bus,Fall 2022,Weekday,19,7,13167
Montgomery County,42091201404,Census Tract 2014.04,Bus,Fall 2022,Weekday,22,23,13168
Montgomery County,42091203500,Census Tract 2035,Bus,Fall 2022,Weekday,10,25,13169
Chester County,42029302806,Census Tract 3028.06,Bus,Fall 2022,Weekday,15,14,13170
Montgomery County,42091205906,Census Tract 2059.06,Bus,Fall 2022,Weekday,244,245,13171
Delaware County,42045410200,Census Tract 4102,Bus,Fall 2022,Weekday,16,17,13172
Delaware County,42045406904,Census Tract 4069.04,Bus,Fall 2022,Weekday,35,42,13173
Montgomery County,42091201406,Census Tract 2014.06,Bus,Fall 2022,Weekday,10,3,13174
Montgomery County,42091203601,Census Tract 2036.01,Bus,Fall 2022,Weekday,121,109,13175
Chester County,42029302807,Census Tract 3028.07,Bus,Fall 2022,Weekday,18,17,13176
Montgomery County,42091206004,Census Tract 2060.04,Bus,Fall 2022,Weekday,52,41,13177
Delaware County,42045410303,Census Tract 4103.03,Bus,Fall 2022,Weekday,16,12,13178
Delaware County,42045407000,Census Tract 4070,Bus,Fall 2022,Weekday,6,4,13179
Montgomery County,42091201407,Census Tract 2014.07,Bus,Fall 2022,Weekday,6,5,13180
Montgomery County,42091203602,Census Tract 2036.02,Bus,Fall 2022,Weekday,75,109,13181
Chester County,42029302901,Census Tract 3029.01,Bus,Fall 2022,Weekday,29,39,13182
Montgomery County,42091206005,Census Tract 2060.05,Bus,Fall 2022,Weekday,8,29,13183
Delaware County,42045410304,Census Tract 4103.04,Bus,Fall 2022,Weekday,1,0,13184
Delaware County,42045407101,Census Tract 4071.01,Bus,Fall 2022,Weekday,6,1,13185
Montgomery County,42091201408,Census Tract 2014.08,Bus,Fall 2022,Weekday,30,8,13186
Montgomery County,42091203701,Census Tract 2037.01,Bus,Fall 2022,Weekday,17,29,13187
Montgomery County,42091206006,Census Tract 2060.06,Bus,Fall 2022,Weekday,119,147,13188
Delaware County,42045410305,Census Tract 4103.05,Bus,Fall 2022,Weekday,88,91,13189
Montgomery County,42091203801,Census Tract 2038.01,Bus,Fall 2022,Weekday,19,17,13190
Montgomery County,42091206007,Census Tract 2060.07,Bus,Fall 2022,Weekday,12,16,13191
Delaware County,42045410306,Census Tract 4103.06,Bus,Fall 2022,Weekday,3,18,13192
Montgomery County,42091206104,Census Tract 2061.04,Bus,Fall 2022,Weekday,18,21,13193
Montgomery County,42091203803,Census Tract 2038.03,Bus,Fall 2022,Weekday,177,157,13194
Montgomery County,42091206105,Census Tract 2061.05,Bus,Fall 2022,Weekday,37,44,13195
Montgomery County,42091206107,Census Tract 2061.07,Bus,Fall 2022,Weekday,5,7,13196
Montgomery County,42091206108,Census Tract 2061.08,Bus,Fall 2022,Weekday,33,40,13197
Montgomery County,42091206201,Census Tract 2062.01,Bus,Fall 2022,Weekday,30,37,13198
Montgomery County,42091206202,Census Tract 2062.02,Bus,Fall 2022,Weekday,16,14,13199
Montgomery County,42091206300,Census Tract 2063,Bus,Fall 2022,Weekday,54,54,13200
Philadelphia County,42101006600,Census Tract 66,Bus,Fall 2022,Weekday,814,767,13201
Philadelphia County,42101021800,Census Tract 218,Bus,Fall 2022,Weekday,188,262,13202
Philadelphia County,42101006700,Census Tract 67,Bus,Fall 2022,Weekday,1098,1118,13203
Philadelphia County,42101021900,Census Tract 219,Bus,Fall 2022,Weekday,168,15,13204
Philadelphia County,42101033400,Census Tract 334,Bus,Fall 2022,Weekday,1717,1719,13205
Philadelphia County,42101001102,Census Tract 11.02,Bus,Fall 2022,Weekday,528,476,13206
Philadelphia County,42101016800,Census Tract 168,Bus,Fall 2022,Weekday,1277,1100,13207
Philadelphia County,42101007000,Census Tract 70,Bus,Fall 2022,Weekday,438,325,13208
Philadelphia County,42101022000,Census Tract 220,Bus,Fall 2022,Weekday,240,150,13209
Philadelphia County,42101033500,Census Tract 335,Bus,Fall 2022,Weekday,1216,1076,13210
Philadelphia County,42101028000,Census Tract 280,Bus,Fall 2022,Weekday,146,124,13211
Philadelphia County,42101001201,Census Tract 12.01,Bus,Fall 2022,Weekday,389,320,13212
Philadelphia County,42101016901,Census Tract 169.01,Bus,Fall 2022,Weekday,873,761,13213
Philadelphia County,42101007101,Census Tract 71.01,Bus,Fall 2022,Weekday,609,502,13214
Philadelphia County,42101011700,Census Tract 117,Bus,Fall 2022,Weekday,718,433,13215
Philadelphia County,42101023100,Census Tract 231,Bus,Fall 2022,Weekday,148,12,13216
Philadelphia County,42101033600,Census Tract 336,Bus,Fall 2022,Weekday,115,130,13217
Philadelphia County,42101028100,Census Tract 281,Bus,Fall 2022,Weekday,275,273,13218
Philadelphia County,42101001203,Census Tract 12.03,Bus,Fall 2022,Weekday,313,232,13219
Philadelphia County,42101016902,Census Tract 169.02,Bus,Fall 2022,Weekday,1824,1149,13220
Philadelphia County,42101007102,Census Tract 71.02,Bus,Fall 2022,Weekday,718,624,13221
Philadelphia County,42101011800,Census Tract 118,Bus,Fall 2022,Weekday,1022,578,13222
Philadelphia County,42101023500,Census Tract 235,Bus,Fall 2022,Weekday,30,10,13223
Philadelphia County,42101033701,Census Tract 337.01,Bus,Fall 2022,Weekday,439,508,13224
Philadelphia County,42101028200,Census Tract 282,Bus,Fall 2022,Weekday,9364,8125,13225
Philadelphia County,42101001204,Census Tract 12.04,Bus,Fall 2022,Weekday,492,409,13226
Philadelphia County,42101017000,Census Tract 170,Bus,Fall 2022,Weekday,981,1109,13227
Philadelphia County,42101007200,Census Tract 72,Bus,Fall 2022,Weekday,378,662,13228
Philadelphia County,42101011900,Census Tract 119,Bus,Fall 2022,Weekday,731,1299,13229
Philadelphia County,42101023600,Census Tract 236,Bus,Fall 2022,Weekday,155,157,13230
Philadelphia County,42101033702,Census Tract 337.02,Bus,Fall 2022,Weekday,69,70,13231
Philadelphia County,42101028300,Census Tract 283,Bus,Fall 2022,Weekday,300,296,13232
Philadelphia County,42101001301,Census Tract 13.01,Bus,Fall 2022,Weekday,162,139,13233
Philadelphia County,42101017100,Census Tract 171,Bus,Fall 2022,Weekday,2403,2170,13234
Philadelphia County,42101007300,Census Tract 73,Bus,Fall 2022,Weekday,243,92,13235
Philadelphia County,42101012000,Census Tract 120,Bus,Fall 2022,Weekday,507,369,13236
Philadelphia County,42101023700,Census Tract 237,Bus,Fall 2022,Weekday,505,170,13237
Philadelphia County,42101033800,Census Tract 338,Bus,Fall 2022,Weekday,1149,1049,13238
Philadelphia County,42101028400,Census Tract 284,Bus,Fall 2022,Weekday,462,573,13239
Philadelphia County,42101001302,Census Tract 13.02,Bus,Fall 2022,Weekday,407,610,13240
Philadelphia County,42101017201,Census Tract 172.01,Bus,Fall 2022,Weekday,1132,820,13241
Philadelphia County,42101007400,Census Tract 74,Bus,Fall 2022,Weekday,981,949,13242
Philadelphia County,42101012100,Census Tract 121,Bus,Fall 2022,Weekday,505,291,13243
Philadelphia County,42101023800,Census Tract 238,Bus,Fall 2022,Weekday,1048,1019,13244
Philadelphia County,42101023900,Census Tract 239,Bus,Fall 2022,Weekday,312,245,13245
Philadelphia County,42101024000,Census Tract 240,Bus,Fall 2022,Weekday,905,684,13246
Philadelphia County,42101024100,Census Tract 241,Bus,Fall 2022,Weekday,4509,3417,13247
Philadelphia County,42101024200,Census Tract 242,Bus,Fall 2022,Weekday,1201,1057,13248
Philadelphia County,42101024300,Census Tract 243,Bus,Fall 2022,Weekday,494,500,13249
Philadelphia County,42101024400,Census Tract 244,Bus,Fall 2022,Weekday,370,297,13250
Philadelphia County,42101024500,Census Tract 245,Bus,Fall 2022,Weekday,397,714,13251
Philadelphia County,42101024600,Census Tract 246,Bus,Fall 2022,Weekday,850,1991,13252
Philadelphia County,42101024700,Census Tract 247,Bus,Fall 2022,Weekday,1525,1605,13253
Philadelphia County,42101024800,Census Tract 248,Bus,Fall 2022,Weekday,865,820,13254
Philadelphia County,42101024900,Census Tract 249,Bus,Fall 2022,Weekday,772,546,13255
Philadelphia County,42101025200,Census Tract 252,Bus,Fall 2022,Weekday,916,1086,13256
Philadelphia County,42101025300,Census Tract 253,Bus,Fall 2022,Weekday,416,723,13257
Philadelphia County,42101025400,Census Tract 254,Bus,Fall 2022,Weekday,412,338,13258
Philadelphia County,42101025500,Census Tract 255,Bus,Fall 2022,Weekday,364,495,13259
Philadelphia County,42101025600,Census Tract 256,Bus,Fall 2022,Weekday,110,199,13260
Philadelphia County,42101025700,Census Tract 257,Bus,Fall 2022,Weekday,106,201,13261
Philadelphia County,42101025800,Census Tract 258,Bus,Fall 2022,Weekday,76,114,13262
Philadelphia County,42101025900,Census Tract 259,Bus,Fall 2022,Weekday,690,677,13263
Philadelphia County,42101026000,Census Tract 260,Bus,Fall 2022,Weekday,145,327,13264
Philadelphia County,42101026100,Census Tract 261,Bus,Fall 2022,Weekday,420,351,13265
Philadelphia County,42101026200,Census Tract 262,Bus,Fall 2022,Weekday,491,453,13266
Philadelphia County,42101026301,Census Tract 263.01,Bus,Fall 2022,Weekday,60,277,13267
Philadelphia County,42101026302,Census Tract 263.02,Bus,Fall 2022,Weekday,1098,845,13268
Philadelphia County,42101026400,Census Tract 264,Bus,Fall 2022,Weekday,378,692,13269
Philadelphia County,42101026500,Census Tract 265,Bus,Fall 2022,Weekday,386,308,13270
Philadelphia County,42101026600,Census Tract 266,Bus,Fall 2022,Weekday,514,588,13271
Philadelphia County,42101026700,Census Tract 267,Bus,Fall 2022,Weekday,897,980,13272
Philadelphia County,42101026800,Census Tract 268,Bus,Fall 2022,Weekday,1562,1548,13273
Philadelphia County,42101026900,Census Tract 269,Bus,Fall 2022,Weekday,271,239,13274
Philadelphia County,42101027000,Census Tract 270,Bus,Fall 2022,Weekday,419,537,13275
Philadelphia County,42101027100,Census Tract 271,Bus,Fall 2022,Weekday,843,581,13276
Philadelphia County,42101027200,Census Tract 272,Bus,Fall 2022,Weekday,241,279,13277
Philadelphia County,42101027300,Census Tract 273,Bus,Fall 2022,Weekday,2064,2003,13278
Philadelphia County,42101027401,Census Tract 274.01,Bus,Fall 2022,Weekday,899,1503,13279
Philadelphia County,42101027402,Census Tract 274.02,Bus,Fall 2022,Weekday,269,407,13280
Philadelphia County,42101027500,Census Tract 275,Bus,Fall 2022,Weekday,1485,993,13281
Philadelphia County,42101027600,Census Tract 276,Bus,Fall 2022,Weekday,1467,1494,13282
Philadelphia County,42101027700,Census Tract 277,Bus,Fall 2022,Weekday,983,881,13283
Philadelphia County,42101027800,Census Tract 278,Bus,Fall 2022,Weekday,2350,3413,13284
Philadelphia County,42101027901,Census Tract 279.01,Bus,Fall 2022,Weekday,397,486,13285
Philadelphia County,42101027902,Census Tract 279.02,Bus,Fall 2022,Weekday,901,555,13286
Philadelphia County,42101007700,Census Tract 77,Bus,Fall 2022,Weekday,9,8,13287
Philadelphia County,42101033900,Census Tract 339,Bus,Fall 2022,Weekday,324,422,13288
Philadelphia County,42101001400,Census Tract 14,Bus,Fall 2022,Weekday,573,1392,13289
Philadelphia County,42101012201,Census Tract 122.01,Bus,Fall 2022,Weekday,397,139,13290
Philadelphia County,42101017202,Census Tract 172.02,Bus,Fall 2022,Weekday,253,625,13291
Philadelphia County,42101007800,Census Tract 78,Bus,Fall 2022,Weekday,297,284,13292
Philadelphia County,42101034000,Census Tract 340,Bus,Fall 2022,Weekday,100,96,13293
Philadelphia County,42101001500,Census Tract 15,Bus,Fall 2022,Weekday,410,580,13294
Philadelphia County,42101012203,Census Tract 122.03,Bus,Fall 2022,Weekday,326,105,13295
Philadelphia County,42101007900,Census Tract 79,Bus,Fall 2022,Weekday,87,90,13296
Philadelphia County,42101034100,Census Tract 341,Bus,Fall 2022,Weekday,600,584,13297
Philadelphia County,42101017300,Census Tract 173,Bus,Fall 2022,Weekday,1125,1581,13298
Philadelphia County,42101034200,Census Tract 342,Bus,Fall 2022,Weekday,75,73,13299
Philadelphia County,42101012204,Census Tract 122.04,Bus,Fall 2022,Weekday,510,769,13300
Philadelphia County,42101028500,Census Tract 285,Bus,Fall 2022,Weekday,599,387,13301
Philadelphia County,42101001600,Census Tract 16,Bus,Fall 2022,Weekday,197,310,13302
Philadelphia County,42101034400,Census Tract 344,Bus,Fall 2022,Weekday,260,278,13303
Philadelphia County,42101012501,Census Tract 125.01,Bus,Fall 2022,Weekday,442,521,13304
Philadelphia County,42101017400,Census Tract 174,Bus,Fall 2022,Weekday,928,836,13305
Philadelphia County,42101028600,Census Tract 286,Bus,Fall 2022,Weekday,748,939,13306
Philadelphia County,42101034501,Census Tract 345.01,Bus,Fall 2022,Weekday,144,91,13307
Philadelphia County,42101008000,Census Tract 80,Bus,Fall 2022,Weekday,418,530,13308
Philadelphia County,42101001700,Census Tract 17,Bus,Fall 2022,Weekday,105,118,13309
Philadelphia County,42101012502,Census Tract 125.02,Bus,Fall 2022,Weekday,1134,1065,13310
Philadelphia County,42101017500,Census Tract 175,Bus,Fall 2022,Weekday,1547,1540,13311
Philadelphia County,42101028700,Census Tract 287,Bus,Fall 2022,Weekday,708,666,13312
